scope,file,version,status,remote_version,remote_name,sql_comparison,live_assessment,notes,sha256
active,supabase/migrations/20260426000013_backfill_daily_brief_subscriptions.sql,20260426000013,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,9a468d1aa280f7d6be4f5e4ea8c18bf8abdd8d66b0f14a027c42db56a8afe46f
active,supabase/migrations/20260426000014_dashboard_projects_perf_phase1.sql,20260426000014,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,749f2a88c63b751767534d0939222b7722b9a67c14fd1b09edacc75fbc66c12f
active,supabase/migrations/20260426000014_fix_invite_accept_side_effects_for_viewers.sql,20260426000014,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,56eb21af39c09001343aee05d02d178ac7374c98f65b1c3e3d4a55f6841d883c
active,supabase/migrations/20260426000015_users_onboarding_completion_timestamp.sql,20260426000015,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,81c0035a4c5faa80977fd652904aa0fd2d8d8685c289b85240a9b3f27b8092b3
active,supabase/migrations/20260426000016_project_calendars_unique_project_user.sql,20260426000016,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,81b21bd21549e360a27d3326bbd0c87af10a3b2b9226cd8370e6c268bdf77d05
active,supabase/migrations/20260426000017_onto_event_sync_user_scope.sql,20260426000017,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,43fee4c4d1d783b65ef84c220318273ebd700c65f964f43c8819402329f7492d
active,supabase/migrations/20260426000018_fix_project_summaries_rpc_text_casts.sql,20260426000018,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,72d4ad9c452424cc0515dd5e7f57c39e541f35fb30b90e533869505fc26dfe8c
active,supabase/migrations/20260427000000_add_user_profile_living_kb.sql,20260427000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0c5227209b319d603c43f48655c90d30af4b751d15c810832a07d987bbafa1cd
active,supabase/migrations/20260428000000_add_user_contacts_agentic_memory.sql,20260428000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,8c9cee07e977880d1a29804ccfee3cd92eed4cba99799b49a8952188224b55e2
active,supabase/migrations/20260428000001_add_public_pages.sql,20260428000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,6a89484fa45604aebbebb9c4472ff4ad9a32d05abbeb872ecae8955bc1606400
active,supabase/migrations/20260428000002_add_public_page_content_reviews.sql,20260428000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,5688b64068fb85087ff5e4866c9cdd51e8a3d38563c29082973ff6834a56fc04
active,supabase/migrations/20260428000003_add_public_page_review_admin_overrides.sql,20260428000003,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,6ac54fc23d13852cb15db8256e07b0a1d6301af613b84dbbe9a84a8826e3f827
active,supabase/migrations/20260428000004_add_public_page_slug_parts.sql,20260428000004,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,d1c72555b2b00fd8d843b61ede3e4e437994309a97c2cb2202c3fa1be4ef6c95
active,supabase/migrations/20260428000005_add_chat_session_agent_metadata_merge_rpc.sql,20260428000005,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,a6cbae4a779a43358615d72d4a8c50314f9b0ff61d5c4247a5ff5dc135dd368c
active,supabase/migrations/20260428000006_limit_fastchat_project_context_payloads.sql,20260428000006,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,fe6a0f6733e00d9d3b8759b433944d6bbcc929f3429bd16f2fe2e739931511b3
active,supabase/migrations/20260428000007_add_welcome_email_sequences.sql,20260428000007,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,73d69d7f93b47871a79525cb28d978610222fc2d35861c63ad493f270d4cb021
active,supabase/migrations/20260428000008_add_retargeting_founder_pilot.sql,20260428000008,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0b0b18f6a66983dc16f912ef3c9689f9ed3cd69e8997846e18df188ac06d7d66
active,supabase/migrations/20260428000009_backfill_welcome_sequence_last_evaluated_at.sql,20260428000009,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,f33831887db4a8dd42856a29c446e38356ebf62473da51a618d5efe25c311d18
active,supabase/migrations/20260428000010_fix_fastchat_context_enum_state_casts.sql,20260428000010,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,30bfde14bd9b8be9b7fd1b3eeb32043a9184273f69ef0770530c6862c7a287d2
active,supabase/migrations/20260428000011_add_agent_call_gateway_v1.sql,20260428000011,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,e2828afadef111fc0f1e042f8a036a92f11f5e475c9bf3641d0c587251a21b35
active,supabase/migrations/20260428000012_add_agent_call_bootstrap_links.sql,20260428000012,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,eef7f462d624bef4004237996a065866c9277e602de9dcb5b515e178ede92d7c
active,supabase/migrations/20260428000013_add_agent_call_tool_executions.sql,20260428000013,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,05ca1113c24de18b674bad4075872738de03c2acc9ae3d3e7190712598e37de3
active,supabase/migrations/20260428000014_agentic_buildos_search_phase1.sql,20260428000014,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,6271296bd0cf63d39353d4cc77d372dbe7d7dfc85c10f0233c0348b2ae404482
active,supabase/migrations/20260428000015_add_chat_turn_observability_phase1.sql,20260428000015,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,2a1e399f310716feb441c006ae2ed4350e20c05d460bb4b06399620097d2e21e
active,supabase/migrations/20260428000016_add_chat_prompt_eval_tables.sql,20260428000016,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,bcb5a8be1114bbb55403f7a6194d499dacbcc9f9b47ec5cb7dd57a95d935573a
active,supabase/migrations/20260428000017_add_chat_tool_analytics_indexes.sql,20260428000017,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0d8ed2b5d6fc015df740bc205060473903555d1db796dd35982bba6d3b674550
active,supabase/migrations/20260428000017_fix_welcome_sequence_legacy_schema.sql,20260428000017,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,bc6842a4fb595a8f1cc33e785f69266c04f222896b1819084ad46508fe10d518
active,supabase/migrations/20260428000018_cleanup_legacy_context_document_column.sql,20260428000018,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,a6e974783d9107b59d38382878aa15e3e4467e2a20078ab18194744f52f13792
active,supabase/migrations/20260428000019_fix_ensure_actor_for_user_nullable_name.sql,20260428000019,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,99801fc96a47523e9cc47bd67dfab5259c3cc4c2e24e4a4ab329e73c37d84b22
active,supabase/migrations/20260428000020_add_message_to_cron_logs.sql,20260428000020,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,f4709800357f96ba357f21847f7fcd0a2310a43b06733f03dff621583303a68c
active,supabase/migrations/20260428000021_add_llm_usage_turn_attribution.sql,20260428000021,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,273fbee09a35675cd3f55cab8925dcec192615d9514eb7a54563ba0137d462ec
active,supabase/migrations/20260428000022_add_security_events.sql,20260428000022,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,bc3ac42d8dfb967ae4628c9dbee1c14748fe75e5ddbb1b9dcf52381e89fb891e
active,supabase/migrations/20260428000023_add_security_event_retention.sql,20260428000023,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,700376b2554cc482c7690a8ded6b3266c9170da124a61b14d6ce930bdcf28475
active,supabase/migrations/20260428000024_notification_admin_analytics_audit_fixes.sql,20260428000024,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,79c1249453e06f85494e547061eeaf63aac7f83c0c4058e5d268ea4c347608fe
active,supabase/migrations/20260428000025_fix_notification_event_performance_ambiguous_event_type.sql,20260428000025,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,7fe7be68008dc90cad729f5bb9233983a9ac5d8718a8d5210036abc97a3e4210
active,supabase/migrations/20260429000000_remove_project_audit_forecast_context_types.sql,20260429000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,e708bfe78e70745252f070cc6bdcec702a54096e93c67e0784c362e6db0dd352
active,supabase/migrations/20260429000001_add_chat_prompt_snapshot_prompt_variant.sql,20260429000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,3a51835c6c694c1d08baed79cff0bb1abef10f27cd7b73e76bc512e7ef1e0d70
active,supabase/migrations/20260429000002_add_fastchat_project_intelligence.sql,20260429000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,88ad1b04aad1ff7c111d70687b156566ef178825de928f32932a860fa7645cec
active,supabase/migrations/20260429000003_fastchat_global_accessible_projects.sql,20260429000003,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0c3a04aea297eb8524e7257b3580508a43fa73de2276ed0f2f909a1c1eaff5a2
active,supabase/migrations/20260429000004_fastchat_actionable_project_intelligence.sql,20260429000004,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,7054b86f417b7b7a5d89e9309e53b1e5e4eb938f98dc410438a80a504a150b79
active,supabase/migrations/20260429000005_add_chat_session_extracted_entities.sql,20260429000005,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,c70fbc8fab626f69377deff42fde2f3b0ab6662ea5b18ebdcb4b70eb4028dfad
active,supabase/migrations/20260429000006_add_openrouter_usage_accounting.sql,20260429000006,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,ad469207116e701956921718171291227c5ddfb319775cd1398271b264a976f5
active,supabase/migrations/20260430000000_add_public_page_views.sql,20260430000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,1359a285f5cacf831b047ed7cc858acf8a1ee72dcdddd301e3340fe7b11c8e36
active,supabase/migrations/20260430000001_add_users_username.sql,20260430000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,568dde799d58b24b9bf5238a33eb5ea870581ed200dabcc45c911805ae1681f5
active,supabase/migrations/20260430000002_onto_task_update_atomic.sql,20260430000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,ed6bfa98566b113a44633866e7f611ae2520f5e1e1b782f14b2a1c841371b6ec
active,supabase/migrations/20260430000003_remove_brain_dump_chat_context.sql,20260430000003,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,b5d35547225828492ed6b9affecddc7098dd49908ee4834eb321896348775638
active,supabase/migrations/20260430000004_remove_brain_dump_search_results.sql,20260430000004,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,a4696dc823893a483786714797e0dae69cc13875f81534107c9607bd4f5a3e47
active,supabase/migrations/20260430000005_cancel_pre_welcome_system_rows.sql,20260430000005,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,bd64a978d5fc0975bd9f86aca99cff18a34585f2f221a486571de1244be080a4
active,supabase/migrations/20260430000006_add_email_suppressions.sql,20260430000006,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,86abc6d776b482f1af39aef578b7d710ff27cad31175209816216e73c03be875
active,supabase/migrations/20260430000007_get_project_full_with_goal_edges.sql,20260430000007,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,5622df36df861531e782a34c4aa3fb1747a6fed7b241edf0f4e253e19476ce18
active,supabase/migrations/20260430000008_get_project_skeleton_with_access.sql,20260430000008,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,3a3458db77f1506935c3670aa9d3542671a08426b46f3f346f4159b8b42ecb69
active,supabase/migrations/20260501000000_onto_task_update_atomic_enum_cast.sql,20260501000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,6b86f35f272c04117c4f8787aeeb76a8f1a7a1e7431ea29342622702ac3f318d
active,supabase/migrations/20260501000001_add_p_limit_to_project_summaries_v1.sql,20260501000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,1f42511ca73e25f107105e8fdb2aaf8e633f58b8b2adcc547d2941ccab13ed4b
active,supabase/migrations/20260501000002_get_project_full_with_task_enrichment.sql,20260501000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0a43be29bb95651b3fceaa3321a3bac960532873bb424278858a960dcf94deaf
active,supabase/migrations/20260501000003_ws5_p2_composite_indexes.sql,20260501000003,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,ffdebfa3e17cfb392f97a33282e14bf39edf7bd0e47798aa0b2f5003ebee9683
active,supabase/migrations/20260501000004_add_email_sequence_queue_phase2.sql,20260501000004,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,d9573b2de71d9dd66d6d361e841223ed1a6b0313c7463b262e6c007c5337adcc
active,supabase/migrations/20260502000000_admin_dashboard_chat_usage_rpc.sql,20260502000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,6a90bca778af0e284674a2fe595725abacf7f2b61ea35a549321fcbe60a76930
active,supabase/migrations/20260502000001_fix_queue_priority_and_processing_tokens.sql,20260502000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,ab24a7896b2ccfe01c233c07f10079e2163cd7c0a37c108f36d473a4e2f233a2
active,supabase/migrations/20260502000002_agentic_chat_prepared_prompts.sql,20260502000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,296162b404d25e750c62390dc84f6832a6ba04cb1b254158736995c74b5af420
active,supabase/migrations/20260502000003_agentic_chat_running_turn_guard.sql,20260502000003,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,bf1a028cc767e77fb4d9c64e21a8d35e53109456a55f972f79c1b999f29f99a9
active,supabase/migrations/20260502000004_add_web_page_visit_structured_data.sql,20260502000004,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,94a42bbc2a1d2f46f3aae81f867d6978f4d46645d7d0ff32b1dc73897676f090
active,supabase/migrations/20260502000005_add_archived_at_to_ontology_entities.sql,20260502000005,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0eb1bd2bc973b148fe75e529f81436a4f43ba3d135059f0ff00de50fa9a98f3f
active,supabase/migrations/20260502000006_fix_project_summaries_archived_at_signature.sql,20260502000006,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,2e0f62ad173314768a88ef659ee2c8785299fecfd2633f6d0bda22a75aea71e9
active,supabase/migrations/20260505000001_add_email_sequence_copy_overrides.sql,20260505000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0e2101964a06c6caea8955460881b7e19459d6a9b150e14028d60d3d1f591c9d
active,supabase/migrations/20260505000002_fix_retargeting_metrics_shape.sql,20260505000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,c8fb24f9a81e9fdb9d18d6a18176d0e4f7ffa500bb0ceb2abd61e6370a23cb79
active,supabase/migrations/20260506000001_add_reactivation_sequence_send_queue.sql,20260506000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,4536fae8296f54eb5489ce1294d2cfd7a66126fd9451767f08277b5a5317795f
active,supabase/migrations/20260508000000_calendar_items_overlap_ranges.sql,20260508000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,00e8050968a9c1bf927eb9cbeac4dfd68cdefa6450229a66dc635664e4426f5d
active,supabase/migrations/20260508000000_project_activity_agent_events.sql,20260508000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,4c9a21ae9c1a2481ef3b941ded4dfd29e821ee6f6319249014ec5f2137f86e27
active,supabase/migrations/20260508000001_add_event_asset_links.sql,20260508000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,17150562e1ffd41292efb1800b14ab84ef596eb34acc0fc394b863b7a0feb9bc
active,supabase/migrations/20260511000001_align_project_soft_delete_archived_at.sql,20260511000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,04256804ef35aa7b059f1997b5babfceb93692fc47a9ac8b55063c20ebe293bd
active,supabase/migrations/20260512000000_get_project_full_explicit_payload.sql,20260512000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,5e346d604142aa300b6f64c4df86dd5240ea8fdf25542c7781c0b96ac4663fde
active,supabase/migrations/20260513000000_add_brief_audio_narration.sql,20260513000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,48ce7605fd0916832d7897a67ee2246eeb562aeebd8deb30596b06f790cc0c19
active,supabase/migrations/20260513000001_agent_oauth_remote_mcp.sql,20260513000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,3d4cd1e849aeebae3e66d8f55bf843ba5d7e015337e38574403705734c0edb93
active,supabase/migrations/20260514000000_add_paused_project_state.sql,20260514000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,80a916ac778f2dc673a6fed4ae93b995d2a0f1bbacf1d623c59d9468a0930a35
active,supabase/migrations/20260514000000_agentic_chat_multimodal_phase1.sql,20260514000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,a19fc44aef9db7504c1a5e35a74ea1734f03e35f0075bbca4e03cc66aae1f849
active,supabase/migrations/20260514000500_add_project_member_access_helper.sql,20260514000500,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,b9ed0820f7c9303217a7b95a508d10919bdff410ab953456a4d0dcdc610b7aa2
active,supabase/migrations/20260514001000_tighten_public_project_internal_access.sql,20260514001000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,335567030e8a89c6f06797d3397eb5448e81abb2a34cfcff36697e14a158088a
active,supabase/migrations/20260514002000_tighten_fastchat_context_access.sql,20260514002000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,e2f2c3528ca33a7dc7d83ad08545221dd296f3138d8c2efc1a84f15903ad701a
active,supabase/migrations/20260514003000_tighten_project_notification_settings_access.sql,20260514003000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,ed5f9bc75459c916117549a6ddd0181ac4c0007ed426bcf34c5b803273601eee
active,supabase/migrations/20260519000000_add_domain_research_queue.sql,20260519000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,80ee8d6d30374ef72f6a0549a80b2bbaa0db3ac27e66794a21c0544beaab1b62
active,supabase/migrations/20260519000001_add_domain_research_queue_list_indexes.sql,20260519000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,5d2554aa186ae2ce03ff389a3fa7b7913b86e273cb55c4f71b81b70c50e6639f
active,supabase/migrations/20260519001000_align_project_graph_context_archived_visibility.sql,20260519001000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,34c6fe9568c3f1896ff206f12ab805af28aa5b260c523b8ce7372b93a9ccb7fe
active,supabase/migrations/20260521000000_recoverable_project_invite_declines.sql,20260521000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,d3cdb0885432c755f0f60eacb53f23554c02d0a3b628c32e7db48f5d99f9c218
active,supabase/migrations/20260521000001_allow_agent_call_project_log_source.sql,20260521000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,04db51c7135604bc4fad2ec0aa8c2ddb7d0185739891d527806e7b5ebdc1a01d
active,supabase/migrations/20260523000000_agentic_chat_turn_supervisor_checkpoints.sql,20260523000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,b081ba2e9836dbf42fd5f7790db8e49d9474f7abec786272f5ed0385b5b55f51
active,supabase/migrations/20260529000000_deprecate_direct_project_edges.sql,20260529000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,95e2b937f171bc8c7792b7b824cb924598b097aaefc824f4739056afeea5d0f4
active,supabase/migrations/20260612000000_dashboard_analytics_action_labels.sql,20260612000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,e47d81253103395a548904cdde108e35bcf52797b283d0a279d915c661d5c426
active,supabase/migrations/20260613000000_project_loops.sql,20260613000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,ce92566cac0e674262a2ca93ec2bd6d11b86db98d046bd75f90ba19e3a466ba2
active,supabase/migrations/20260613010000_project_review_item_metadata.sql,20260613010000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,8afb4caf6e89b4caac764d9d932340282ccc62c900315a6373067aa3c70aaf12
active,supabase/migrations/20260615000000_agent_work_phase0.sql,20260615000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,ad66a48aa044d858c8962e1b365dac858e0e2c56f94b94299ee8c07282963ef9
active,supabase/migrations/20260616000000_agent_work_phase05.sql,20260616000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,52531cdfd871767d5af7efedb70cda88d7c24b308ff361413d59152f5351f60f
active,supabase/migrations/20260616010000_add_document_outline.sql,20260616010000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,fabece838ed0325862b3de3e04adb4665e178d10d33cdbea963325180bfb5a3d
active,supabase/migrations/20260617000000_search_tool_telemetry.sql,20260617000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,f234c8c2422faf1509d2ea5fd203d4f811a8518bf523ff0b379db2cce3893c81
active,supabase/migrations/20260617010000_onto_documents_search_vector_content.sql,20260617010000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,27afdfe6200d3824e880082e86a71028579d2dba91062f223468e31cb22fc795
active,supabase/migrations/20260618000000_agent_runs_realtime_publication.sql,20260618000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,96e450e9ddac70514bd06945e19a34079a6efa4f32df1b9dfe4533620263e9c6
active,supabase/migrations/20260618010000_chat_messages_realtime_publication.sql,20260618010000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,682cf095449e79a00a9d969428dd81c9b06f5185e3cbfb1e554338e747aa0d19
active,supabase/migrations/20260619000000_add_daily_brief_email_suppression_scope.sql,20260619000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,b36a368bd1088356fac287b96854be66e9bec1e2db35250598d4dd139b46c98f
active,supabase/migrations/20260619120000_onto_search_entities_document_content_snippet.sql,20260619120000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,dddf48cf59f862eb3925dce6e975d7209af1e2ad23ce4b0423cab29654ce689a
active,supabase/migrations/20260620090000_agent_operatives.sql,20260620090000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,9df474e2aa8bb30ccec7d848e19e84f74a1b57c83dee0c98f8bca35ef3ee55f5
